pos	neg	neu	compound	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude	Author
0.0	0.0	1.0	0.0	"UU Cipta kerja membantu pemulihan ekonomi dan UMKM
Vaksin Yuk Gaes https://t.co/30iM6KgEDh"	2021-03-14 04:38:54	in		0.0	0.0		Retnosari	Pancasila	219.0	26.0	76.0	55.0	0.0	False			@JengRetno15
0.0	0.0	1.0	0.0	"Vaksin Yuk Gaes
Undang-undang cipta kerja sangatlah membantu pemulihan ekonomi nasional dan UMKM. https://t.co/fWURaRASdX"	2021-03-14 04:38:43	in		0.0	0.0		Agil rabbanie🇮🇩	Still Single |Gamers	71.0	1.0	132.0	79.0	0.0	False			@AgilRabbanie
0.0	0.0	1.0	0.0	"UU cipta kerja membantu pemulihan ekonomi dan UMKM
Vaksin Yuk Gaes https://t.co/AmXfALOHEd"	2021-03-14 04:38:41	in		0.0	0.0		you're	yang punya akun orang baik-baik.	984.0	96.0	65.0	68.0	0.0	False			@mybookwithoutk
0.0	0.0	1.0	0.0	"Klaster unggulan dalam UU Cipta kerja adalah klaster investasi, karena uang dari para investor yang aakn digunakan untuk membangkitkan kembali sektor perekonomian di Indonesia.
Vaksin Yuk Gaes https://t.co/kZNTmjoXh5"	2021-03-14 04:38:21	in		1.0	1.0		Boston Daniel	Your Jewish Lifestyle Twitterfeed. Living Jewishly, one Tweet at a time. We also bring you Jewish Treats and Shabbat Across America. Brought to you by NJOP.	216.0	81.0	97.0	43.0	0.0	False			@Cokro_25
0.0	0.0	1.0	0.0	"Klaster unggulan dalam UU Cipta Kerja adalah klaster investasi.
Vaksin Yuk Gaes https://t.co/oPnQNOM9ln"	2021-03-14 04:37:37	in		0.0	0.0		Wanta_02	"HIDUP ADALAH KESEMPATAN
NKRI HARGA MATI 🇲🇨🇲🇨🇲🇨
FOLLOW LANGSUNG FOLLBACK"	1923.0	1138.0	215.0	240.0	0.0	False			@02Wanta
0.0	0.0	1.0	0.0	"Klaster unggulan dalam Undang Undang Cipta Kerja adalah klaster investasi.

Vaksin Yuk Gaes https://t.co/ERQbKl4Tbh"	2021-03-14 04:37:01	in		0.0	0.0		+Aku Dimana?		52.0	22.0	6.0	5.0	0.0	False			@avcdchocoyxz
0.0	0.0	1.0	0.0	"UU Cipta kerja dibuat pemerintah untuk menolong para pengusaha UMKM agar bisnis mereka bisa bangkit lagi. 

Vaksin Yuk Gaes https://t.co/nTrrcdpMju"	2021-03-14 04:36:57	in		1.0	0.0		The Ipins	"Kabar Baik dari Indonesia Timur
back up akun @Ipin_Toelen"	53.0	23.0	70.0	31.0	0.0	False			@_ipins
0.0	0.0	1.0	0.0	"Vaksin Yuk Gaes
Kita harus tahu bahwa cluster Investasi adalah cluster unggulan unggulan yang ada pada UU Cipta kerja. https://t.co/zayAgAwpr4"	2021-03-14 04:36:53	in		0.0	0.0		Chanda Diva 🇮🇩	I Will be There For You	83.0	3.0	324.0	62.0	0.0	False			@ChandaDiva
0.0	0.0	1.0	0.0	"UU Cipta Kerja dibuat untuk membantu pemulihan ekonomi dan kemajuan UMKM. 
Vaksin Yuk Gaes https://t.co/7vp0e0IUbq"	2021-03-14 04:35:26	in		0.0	0.0		blekitiselo	legowo lan narimo	8730.0	8751.0	2002.0	1573.0	0.0	False			@riyadisugeng167
0.0	0.0	1.0	0.0	"Vaksin Yuk Gaes
Undang-undang Cipta kerja sangat membantu untuk keunggulan ekonomi nasional dan pelaku UMKM Indonesia. https://t.co/NEajXOgYtW"	2021-03-14 04:35:20	in		0.0	0.0		Pramudita Chantika🇮🇩	Always think of you...!	42.0	0.0	174.0	39.0	0.0	False			@PramuditaCahaya
0.0	0.0	1.0	0.0	"Vaksin Yuk Gaes
Cluster ulang dalam UU Cipta kerja adalah cluster investasi yang sangat berguna untuk pemulihan ekonomi Indonesia. https://t.co/ATphGii9N9"	2021-03-14 04:35:00	in		0.0	0.0		Pramudita Chantika🇮🇩	Always think of you...!	42.0	0.0	174.0	39.0	0.0	False			@PramuditaCahaya
0.0	0.0	1.0	0.0	"Klaster unggulan dalam UU cipta kerja adalah kluster investasi..
Vaksin Yuk Gaes https://t.co/mwYgZ7MRGZ"	2021-03-14 04:35:00	in		0.0	0.0		Chibi Marukhocan	Aku sangat suka susu 🍼	308.0	49.0	63.0	58.0	0.0	False			@susudancow21
0.0	0.0	1.0	0.0	"UU Cipta Kerja membantu pemulihan ekonomi dan UMKM.
Vaksin Yuk Gaes https://t.co/HsK7eLqrNh"	2021-03-14 04:35:00	in		0.0	0.0		Wawa	NKRI HARGA MATI 🇲🇨 FOLLOW LANGSUNG FOLLBACK	652.0	162.0	65.0	53.0	1.0	False			@Wawa18374929
0.0	0.0	1.0	0.0	"Vaksin Yuk Gaes
UU Cipta kerja membantu pemulihan ekonomi dan UMKM di Indonesia. https://t.co/R0TtOXQ4h8"	2021-03-14 04:34:53	in		0.0	0.0		Pramudita Chantika🇮🇩	Always think of you...!	42.0	0.0	174.0	39.0	0.0	False			@PramuditaCahaya
0.0	0.0	1.0	0.0	"UU Cipta Kerja membantu pemulihan ekonomi dan UMKM.
Vaksin Yuk Gaes https://t.co/BpDB31EYo5"	2021-03-14 04:34:35	in		0.0	0.0		Wanta_02	"HIDUP ADALAH KESEMPATAN
NKRI HARGA MATI 🇲🇨🇲🇨🇲🇨
FOLLOW LANGSUNG FOLLBACK"	1923.0	1138.0	215.0	240.0	0.0	False			@02Wanta
0.0	0.0	1.0	0.0	"Yang jadi klaster unggulan dalam UU Cipta Kerja adalah klaster investasi yang meningkat. 
Vaksin Yuk Gaes https://t.co/Cwyy5z0yJt"	2021-03-14 04:34:19	in		0.0	0.0		blekitiselo	legowo lan narimo	8730.0	8751.0	2002.0	1573.0	0.0	False			@riyadisugeng167
0.0	0.0	1.0	0.0	"Klaster unggulan dalam UU cipta kerja adalah klaster investasi.
Vaksin Yuk Gaes https://t.co/AJI8emHT63"	2021-03-14 04:34:13	in		0.0	0.0		Kaichun	unclenya rahee reon😜	862.0	289.0	217.0	157.0	0.0	False			@Kaichuuunn
0.0	0.0	1.0	0.0	UU Cipta kerja membantu pemulihan ekonomi dan UMKM dan Vaksin Yuk Gaes https://t.co/C7aNVChH6q	2021-03-14 04:31:16	in		1.0	0.0		Kuda_Lumping	Balapan di tengah perpolitikan semu	267.0	104.0	55.0	74.0	0.0	False			@kuda_kalap
0.0	0.0	1.0	0.0	"Dukung Segera Di Sahkan nya UU Cipta Kerja. Di Vaksin Yuk Gaes
Corona Minggat. https://t.co/v8kqiuMQTF"	2021-03-14 04:31:00	in		0.0	0.0		Badru	Berdering 3X	71.0	14.0	66.0	20.0	0.0	False			@Altoo69
0.0	0.0	1.0	0.0	"UU cipta kerja membantu memulihkan ekonomi dan UMKM..
Vaksin Yuk Gaes https://t.co/yXLy0JB2Zi"	2021-03-14 04:30:00	in		0.0	0.0		Chibi Marukhocan	Aku sangat suka susu 🍼	308.0	49.0	63.0	58.0	0.0	False			@susudancow21
0.059	0.0	0.941	0.4404	Pemerintah terus berupaya melakukan kebijakan-kebijakan untuk memulihkan kondisi perekonomian Indonesia. Keberadaan UU Cipta Kerja dapat menjadi supporting tools dalam upaya pemulihan ekonomi di tahun 2021. UU Cipta Kerja ini akan menarik minat investasi masuk ke dalam negeri. https://t.co/z18WveXsqC	2021-03-14 04:07:13	in		0.0	0.0		Jaya Katwang	Jika ada perbedaan di antara kita, semua bisa didialogkan	11481.0	2.0	18.0	18.0	0.0	False			@JayaKatwang15
0.059	0.0	0.941	0.4404	Pemerintah terus berupaya melakukan kebijakan-kebijakan untuk memulihkan kondisi perekonomian Indonesia. Keberadaan UU Cipta Kerja dapat menjadi supporting tools dalam upaya pemulihan ekonomi di tahun 2021. UU Cipta Kerja ini akan menarik minat investasi masuk ke dalam negeri. https://t.co/q0frkhikUW	2021-03-14 04:07:01	in		0.0	0.0		Jaya Katwang	Jika ada perbedaan di antara kita, semua bisa didialogkan	11481.0	2.0	18.0	18.0	0.0	False			@JayaKatwang15
0.059	0.0	0.941	0.4404	Pemerintah terus berupaya melakukan kebijakan-kebijakan untuk memulihkan kondisi perekonomian Indonesia. Keberadaan UU Cipta Kerja dapat menjadi supporting tools dalam upaya pemulihan ekonomi di tahun 2021. UU Cipta Kerja ini akan menarik minat investasi masuk ke dalam negeri. https://t.co/Y5s5DjJoR7	2021-03-14 04:06:40	in		0.0	0.0		Jaya Katwang	Jika ada perbedaan di antara kita, semua bisa didialogkan	11481.0	2.0	18.0	18.0	0.0	False			@JayaKatwang15
0.059	0.0	0.941	0.4404	Pemerintah terus berupaya melakukan kebijakan-kebijakan untuk memulihkan kondisi perekonomian Indonesia. Keberadaan UU Cipta Kerja dapat menjadi supporting tools dalam upaya pemulihan ekonomi di tahun 2021. UU Cipta Kerja ini akan menarik minat investasi masuk ke dalam negeri. https://t.co/sTxOq6tgfK	2021-03-14 04:06:26	in		0.0	0.0		Jaya Katwang	Jika ada perbedaan di antara kita, semua bisa didialogkan	11481.0	2.0	18.0	18.0	0.0	False			@JayaKatwang15
0.059	0.0	0.941	0.4404	Pemerintah terus berupaya melakukan kebijakan-kebijakan untuk memulihkan kondisi perekonomian Indonesia. Keberadaan UU Cipta Kerja dapat menjadi supporting tools dalam upaya pemulihan ekonomi di tahun 2021. UU Cipta Kerja ini akan menarik minat investasi masuk ke dalam negeri. https://t.co/X1LXHvPvQq	2021-03-14 04:06:13	in		0.0	0.0		Jaya Katwang	Jika ada perbedaan di antara kita, semua bisa didialogkan	11481.0	2.0	18.0	18.0	0.0	False			@JayaKatwang15
0.0	0.0	1.0	0.0	Pemerintah terus berupaya melakukan kebijakan-kebijakan untuk memulihkan kondisi perekonomian Indonesia. Keberadaan UU Cipta Kerja dapat menjadi _supporting tools_ dalam upaya pemulihan ekonomi di tahun 2021. UU Cipta Kerja ini akan menarik minat investasi masuk ke dalam negeri. https://t.co/SCAitrFaMr	2021-03-14 03:59:18	in		0.0	0.0		mikirdoeloe	karena malu bertanya itu sesat di jalan	2144.0	5.0	0.0	25.0	0.0	False			@mikirdoeloe
0.118	0.0	0.882	0.4466	Jokowi Serukan Benci Produk Luar Negeri, Direktur eLSEI: Tidak Sinkron dengan UU Cipta Kerja https://t.co/Luo0OLQKsb	2021-03-14 03:30:05	in		0.0	0.0		Abu Fauzan	Journalist at Visi Muslim Media | JOIN TELEGRAM : https://t.co/DJ7SENrUx6	21709.0	39.0	1619.0	3317.0	9.0	False			@abufauzan1924
0.087	0.0	0.913	0.296	Jokowi Serukan Benci Produk Luar Negeri, Direktur eLSEI: Tidak Sinkron dengan UU Cipta Kerja https://t.co/AL0SBRPpzE	2021-03-14 03:11:44	in		0.0	0.0		Visi Muslim Media	Visi Muslim Media - Referensi Islam Kaffah | Join TELEGRAM : https://t.co/jZeTmJiMs3	17121.0	12.0	86.0	779.0	3.0	False			@visimuslim_
0.0	0.0	1.0	0.0	Cipta kerja mas tolong😂 https://t.co/BB2nR8xwCV	2021-03-14 03:07:32	in		0.0	0.0		BIROCRAZY 101	Hanya umbi2an yg berkeluh kesah atas ketidakjelasan birokrasi ini.	18.0	5.0	17.0	2.0	0.0	False			@umbi2ans
0.0	0.039	0.961	-0.3182	"Yang dakwah, tetaplah berdakwah. 
Yang bersedekah, tetaplah bersedekah. 
Yang kritis, meski krutis itu penuh resiko, tetaplah istiqomah. 
MENURUT WALHI, NEGARA BUAT kejahatan lingkungan DAN MENGANGGAP logika pemerintah rusak. PINTU MASUKNYA uu cipta kerja.
#SelamatkanDemokrasi https://t.co/MbaZ6IXztg"	2021-03-14 02:44:00	in		0.0	0.0		#INDONESIA_NTB💪	Bergerak Dari Daerah Untuk Indonesia || Anti Intoleran || Musuh PKI || PANCASILAIS || PRO NKRI || PRO ULAMA || PRO KEADILAN ||	124107.0	107391.0	3683.0	4101.0	1.0	False			@NKRI_NTBSasambo
0.0	0.0	1.0	0.0	"Kunci UU Cipta Kerja membangun Ekonomi Indonesia
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/CEI0M1zTfG"	2021-03-14 02:14:59	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.145	0.0	0.855	0.296	"UU Cipta Kerja menjadi Vitamin Untuk Memulihkan Ekonomi RI
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/Pt0mNXyZyo"	2021-03-14 02:14:15	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.0	0.0	1.0	0.0	"8 Aturan Turunan UU Cipta Kerja ditambahkan
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/9dnznldC3Y"	2021-03-14 02:13:49	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.0	0.0	1.0	0.0	"₩¡₩ Tujuan Utama UU Cipta Kerja
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/3ojHXkDk6E"	2021-03-14 01:36:49	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.231	0.0	0.769	0.4588	"《₩》 Ini Benefit UU Cipta Kerja
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/Nvu13YCCuK"	2021-03-14 01:36:21	in		0.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.0	0.0	1.0	0.0	"Pangkas Birokrasi Dengan UU Cipta Kerja
#IndonesiaMaju #manfaatuuciptakerja
#RakyatBersatuNKRIMaju #uuciptakerja https://t.co/RMBMYlpDe7"	2021-03-14 01:35:47	in		1.0	0.0		Namaku Boy		943.0	486.0	141.0	137.0	0.0	False			@boy_namaku
0.0	0.0	1.0	0.0	AAJI akan Ajukan Uji Materiel UU PPh yg Diubah UU Cipta Kerja https://t.co/WdZLe7JkPj #Terbaru #berita #video	2021-03-14 00:28:33	in		0.0	0.0		IDNpos.com		89487.0	12.0	207.0	2013.0	3.0	False			@idnpublic
0.0	0.0	1.0	0.0	AAJI akan Ajukan Uji Materiel UU PPh yang Diubah UU Cipta Kerja https://t.co/sH8bpDLlmb https://t.co/dwbjV2KsPn	2021-03-14 00:07:03	in		0.0	0.0		Rama Sugiharto®		38514.0	18.0	2641.0	250.0	2.0	False			@Sugirama
0.14	0.0	0.86	0.7461	@sinaga_mangaraj @hnurwahid @jokowi Ikuti UU ??? Apa anda tidak sadar atau memang gak ngalami bahwa UU Cipta Kerja UU 11/2020 sudah sangat menyengsarakan. Ambil salah satunya ttg ketenagakerjaan. Pesangon pensiun yg di UU 13/2003 dapat 32.2 kali dalam UU Cipta Kerja menjadi 25 kali.	2021-03-13 23:26:11	in		0.0	0.0	@sinaga_mangaraj	Eko Kustiawan	Cool, freeze and confidence	24.0	10.0	116.0	16.0	0.0	False			@eko_kustiawan
0.0	0.0	1.0	0.0	"Jokowi Serukan Benci Produk Luar Negeri, Direktur eLSEI: Tidak Sinkron dengan UU Cipta Kerja
https://t.co/60hTDnBHrr

#KhilafahPastiTegakKembali #KhilafahSolusiPermasalahanDunia"	2021-03-13 23:06:10	in		3.0	2.0		100 Tahun Tanpa Khilafah	🌊 Ra-Ubabdar (Sang Penakluk Gelombang)	16054.0	15443.0	294.0	341.0	0.0	False			@GhaziFath1453_
0.0	0.0	1.0	0.0	"UU Cipta Kerja hadir sebagai solusi untuk meningkatkan perekonomian nasional ditengah-tengah Pandemi covid-19.

#dukunguuciptaker https://t.co/dtj0jB3zke"	2021-03-13 18:51:38	in		1.0	0.0		Danty Pelupessy	Mencoba untuk mandiri, Mencoba untuk berdiri sendiri	82.0	94.0	153.0	55.0	0.0	False			@DantyPelupessy
0.0	0.0	1.0	0.0	"UU Cipta Kerja hadir sebagai solusi untuk menekan angka pengangguran di Indonesia.

#dukunguuciptaker https://t.co/Lb1lwCY20J"	2021-03-13 18:50:35	in		0.0	0.0		Erica Laisina	Memiliki Jiwa Petualang	78.0	90.0	115.0	79.0	0.0	False			@EricaLaisina
0.0	0.0	1.0	0.0	"Dukung UU Cipta Kerja 
#uuciptakerja https://t.co/cXuOk51uW5"	2021-03-13 17:37:05	in		11.0	0.0		Sabang-merauke	busy	268.0	1322.0	214.0	99.0	0.0	False			@SabangMerauke
0.0	0.0	1.0	0.0	"Dukung UU Cipta Kerja 
#OmnibusLawBerdampakBaik https://t.co/nhqLCYrM6E"	2021-03-13 17:36:34	in		11.0	0.0		Pembela Bangsa	pembela bangsa	266.0	1308.0	253.0	141.0	0.0	False			@PembelaBangsa6
0.0	0.0	1.0	0.0	"UU Cipta Kerja membuka lapangan kerja seluas - luasnya 
#uuciptakerja https://t.co/4RmDojL1tZ"	2021-03-13 17:35:35	in		10.0	0.0		Pembela Bangsa	pembela bangsa	266.0	1308.0	253.0	141.0	0.0	False			@PembelaBangsa6
0.0	0.0	1.0	0.0	"Manfaat UU Cipta Kerja dalam. Sektor transportasi 
#uuciptakerja https://t.co/bsEjzQ6Ti5"	2021-03-13 17:33:54	in		11.0	0.0		Ludya	bersatu	385.0	1538.0	284.0	121.0	0.0	False			@Ludya73676697
0.0	0.0	1.0	0.0	"UU Cipta kerja dapat menjadi Solusi
#uuciptakerja https://t.co/5ktHYuDHpi"	2021-03-13 17:33:00	in		11.0	0.0		Gesya	maju tak gentar	1018.0	2011.0	232.0	77.0	0.0	False			@Gesya16473724
0.0	0.0	1.0	0.0	"UU Cipta Kerja Harus Didukung 
#uuciptakerja https://t.co/brXmfVJVLs"	2021-03-13 17:32:24	in		11.0	0.0		semangagjuang	semangat juang	255.0	1233.0	209.0	81.0	0.0	False			@semangagjuang
0.0	0.0	1.0	0.0	@4ntonius_ @vita_AVP @Aryprasetyo85 @03__nakula @FerdinandHaean3 @DSutiyanti @DonjuanX8 @DiniHrdianti @lolita_wika @listriktoday Benerkan komentar ku, mana coba hasil UU Cipta kerja, pengangguran bukan berkurang tapi bertambah	2021-03-13 17:17:28	in		0.0	0.0	@4ntonius_	Karsono		3881.0	21.0	50.0	20.0	0.0	False			@Karsono12732862
0.0	0.0	1.0	0.0	UU Cipta Kerja Percepat program pemulihan ekonomi https://t.co/hXo3q4oet5	2021-03-13 15:51:00	in		0.0	0.0	@Hanyaisme	Hanya	milk pie for Teddy	254.0	0.0	18.0	19.0	0.0	False			@Hanyaisme
0.0	0.0	1.0	0.0	UU Cipta Kerja Percepat program pemulihan ekonomi https://t.co/ljFX9gLb7X	2021-03-13 15:50:52	in		0.0	0.0	@Hanyaisme	Hanya	milk pie for Teddy	254.0	0.0	18.0	19.0	0.0	False			@Hanyaisme
0.0	0.0	1.0	0.0	UU Cipta Kerja Percepat program pemulihan ekonomi https://t.co/Q7BtXbKEYI	2021-03-13 15:50:32	in		0.0	0.0		Hanya	milk pie for Teddy	254.0	0.0	18.0	19.0	0.0	False			@Hanyaisme
0.0	0.0	1.0	0.0	Manfaat UU Cipta Kerja https://t.co/yGu2aH5SWz	2021-03-13 15:48:32	in		0.0	0.0	@KalahariSenja	Sinar Senja Kalahari	Sehat Wal Afiat ~	253.0	3.0	5.0	15.0	0.0	False			@KalahariSenja
0.0	0.0	1.0	0.0	Manfaat UU Cipta Kerja https://t.co/mjs3RHnTEr	2021-03-13 15:48:24	in		0.0	0.0	@KalahariSenja	Sinar Senja Kalahari	Sehat Wal Afiat ~	253.0	3.0	5.0	15.0	0.0	False			@KalahariSenja
0.0	0.0	1.0	0.0	Manfaat UU Cipta Kerja https://t.co/Eo4fU7uNqY	2021-03-13 15:48:15	in		0.0	0.0		Sinar Senja Kalahari	Sehat Wal Afiat ~	253.0	3.0	5.0	15.0	0.0	False			@KalahariSenja
0.123	0.093	0.784	0.2023	kayaknya cuma dido yang anggap uu cipta kerja sebagai hal yang “seru” :)))))	2021-03-13 14:49:45	in		0.0	0.0	@bukanorangvaik	mimo✨	just ignore my tweet and let me have some fun ~	67103.0	6623.0	279.0	1722.0	2.0	False			@bukanorangvaik
0.075	0.057	0.868	0.2023	"*lagi vc dan diem-dieman*

“dido cerita dong”
“cerita apa?”
“apa aja yang seruuuu”
“oh iya, kemarin pas pertemuan sama disnaker ngebahas terkait uu cipta kerja kan, jadi tuh ternyata blablabla”"	2021-03-13 14:49:43	in		0.0	0.0		mimo✨	just ignore my tweet and let me have some fun ~	67103.0	6623.0	279.0	1722.0	2.0	False			@bukanorangvaik
0.0	0.0	1.0	0.0	"UUD cipta kerja, akar dari segala masalah

Bintang 🤬🤬🤬 https://t.co/zy0ItDYReQ"	2021-03-13 14:32:32	in		0.0	0.0		setia purnama	I am mr. nobody  😎😎 II Owner the sultan electronic Batam II @CTnurhaliza11 & @sheilaon7 II Penikmat Sejarah, Politik & Ekonomi ll Chelsea forever   💯Islam	16401.0	12362.0	645.0	231.0	0.0	False			@setia_purnama
0.0	0.0	1.0	0.0	"@hnurwahid @ainunnajib penolakan perpres miras itu lebih parah dari kalah - malah bunuh diri: https://t.co/MrhR4lAWWg

Pasal 77 UU Ciptaker jadi tidak ada batasan. Investor asing jadi bebas investasi di industri miras di Indonesia
."	2021-03-13 14:08:34	in		1.0	0.0	@hnurwahid	Harry Sufehmi	"https://t.co/WYvYej0IkM | Father of Five | Follow/♡/RT≠Endorsement. A https://t.co/Y5N7ZhhhW7 (https://t.co/s7DVaNM3O1). 
Personal opinions are mine."	18127.0	13130.0	1052.0	1602.0	20.0	False			@hsuf
0.0	0.0	1.0	0.0	@syafrianakbarr Tahun 2022 sih kalo liat di cipta kerja bakal digital semua tv nasional	2021-03-13 14:04:00	in		0.0	0.0	@syafrianakbarr	RR	#ForzaInter | Anime and Football Addict  | AkunUnj 2013 |	20931.0	2420.0	452.0	315.0	0.0	False			@ryanrologi
0.0	0.0	1.0	0.0	"UU Cipta Kerja untuk Indonesia yang sejahtera.
#JKWWujudkanMimpi
#2022GantiGabener
#2022GantiGabener https://t.co/bkRXFoOpEQ"	2021-03-13 13:56:02	in		2.0	0.0		Kadrunsangar	Panglima Kadrun	183.0	200.0	483.0	27.0	0.0	False			@kadrunsangar
0.0	0.0	1.0	0.0	UU Cipta Kerja Membantu Pemulihan Ekonomi dan UMKMUU Cipta Kerja Membantu Pemulihan Ekonomi dan UMKM https://t.co/A9fIYFOq53	2021-03-13 13:54:03	in		0.0	0.0		deliknews.com	"Akun Resmi Situs Berita deliknews hubungi deliknews@yahoo.com
Hotline/SMS : (+62) 87701166382(WA Only)"	43915.0	106.0	1556.0	1509.0	3.0	False			@deliknewscom
0.0	0.0	1.0	0.0	"Mantap, UU Cipta Kerja dalam sektor transportasi.
#JKWWujudkanMimpi https://t.co/WC02yr2QZn"	2021-03-13 13:53:37	in		1.0	0.0		Abu Israf	al-jihad	219.0	156.0	60.0	40.0	0.0	False			@AbuIsraf
0.0	0.0	1.0	0.0	Uang Kompensasi Karyawan Kontrak Ketika Kontrak Kerja (PKWT) Berakhir (UU Cipta Kerja)  https://t.co/h2FF0jPWVX via @YouTube	2021-03-13 13:17:16	in		0.0	0.0		Legal Akses	Informasi Hukum Praktis	1988.0	6.0	1847.0	1220.0	3.0	False			@LegalAkses
0.0	0.0	1.0	0.0	"Berkebalikan dari hal itu, beleid yang merupakan aturan turunan Undang Undang Nomor 11 Tahun 2020 tentang Cipta Kerja itu akan memberikan kemudahan bagi industri terutama untuk melepaskan FABA.

Kami melihat ini upaya supaya limbah-limbah PLTU yang ada bisa segera dilepas saja"	2021-03-13 13:14:17	in		3.0	3.0	@walhinasional	WALHI Tanggap Bencana Ekologis	"Youtube: https://t.co/2boATHB1IO
Instagram: Walhi.Nasional"	37252.0	157.0	258.0	156106.0	183.0	False			@walhinasional
0.0	0.0	1.0	0.0	Tujuan dari UU Cipta Kerja adalah untuk menciptakan lapangan kerja. #DemiPemulihanNasional #YouthWithYou3iQiyi https://t.co/RdhBiHhc3e	2021-03-13 13:12:26	in		0.0	0.0		Martha tilas		83.0	6.0	39.0	8.0	0.0	False			@ephorTeri40742
0.0	0.0	1.0	0.0	Langkah pemerintah menyelesaikan 51 peraturan pelaksanaan dari Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja dinilai baik dan mendukung iklim usaha yang lebih baik #DemiPemulihanNasional #YouthWithYou3iQiyi https://t.co/fUdR2w8Wxf	2021-03-13 13:12:09	in		0.0	0.0		Linda Sinta		80.0	5.0	47.0	4.0	0.0	False			@delimetruant21
0.0	0.0	1.0	0.0	Tujuan dari UU Cipta Kerja adalah untuk menciptakan lapangan kerja. #DemiPemulihanNasional #YouthWithYou3iQiyi https://t.co/Rzro50Ozga	2021-03-13 13:06:43	in		0.0	0.0		Rosalinda Halma		71.0	2.0	45.0	5.0	0.0	False			@AghoriAfar8282
0.0	0.0	1.0	0.0	Tujuan dari UU Cipta Kerja adalah untuk menciptakan lapangan kerja. #DemiPemulihanNasional #YouthWithYou3iQiyi https://t.co/G6PIJA4Ark	2021-03-13 12:47:50	in		0.0	0.0		Bilqis Syamban		82.0	13.0	40.0	6.0	0.0	False			@charmencup8344
0.0	0.0	1.0	0.0	Langkah pemerintah menyelesaikan 51 peraturan pelaksanaan dari Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja dinilai baik dan mendukung iklim usaha yang lebih baik #DemiPemulihanNasional #YouthWithYou3iQiyi https://t.co/hRMbjoeOEi	2021-03-13 12:47:39	in		0.0	0.0		Salimah Hilma		92.0	5.0	38.0	5.0	0.0	False			@BrunoAbreu8179
0.0	0.0	1.0	0.0	UU Cipta Kerja menambah jamsos untuk buruh https://t.co/z8VYvtuMcR	2021-03-13 12:46:43	in		0.0	0.0		Konto Lodin	This is Odin, say hayy	454.0	128.0	36.0	37.0	0.0	False			@LodinKonto
0.0	0.0	1.0	0.0	UU Cipta Kerja akan pangkas birokrasi yang mempersulit investasi serta usaha https://t.co/XXd8yI5lvy	2021-03-13 12:46:32	in		0.0	0.0		Konto Lodin	This is Odin, say hayy	454.0	128.0	36.0	37.0	0.0	False			@LodinKonto
0.0	0.0	1.0	0.0	"@FerdinandHaean3 Gagal angkat elektabilitas melalui aksi tolak UU cipta kerja

Sekarang serang Pemerintahan Jokowi"	2021-03-13 12:44:56	in		0.0	0.0	@FerdinandHaean3	Ray Adrian		5685.0	2721.0	587.0	473.0	0.0	False			@RayAdrian19
0.0	0.0	1.0	0.0	Lawan Hoaks Dan Konten Provokatif Seputar UU Cipta Kerja Demi Pulihnya Perekonomian Nasional. https://t.co/WMvhupu8df	2021-03-13 12:31:09	in		0.0	0.0		Odmumdo	Seseorang yang tidak pernah melakukan kesalahan berarti tidak pernah mencoba sesuatu yang baru.	1034.0	4.0	62.0	50.0	0.0	False			@odmumdo
0.0	0.0	1.0	0.0	Langkah pemerintah menyelesaikan 51 peraturan pelaksanaan dari Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja dinilai baik dan mendukung iklim usaha yang lebih baik #DemiPemulihanNasional #YouthWithYou3iQiyi https://t.co/SsiKELxBhC	2021-03-13 12:11:39	in		0.0	0.0		Martha tilas		83.0	6.0	39.0	8.0	0.0	False			@ephorTeri40742
0.0	0.0	1.0	0.0	Dukung UU Cipta Kerja #uuciptakerja https://t.co/iQEWWBeTby	2021-03-13 12:07:47	in		0.0	0.0		abisima	Hello world	149.0	0.0	1.0	3.0	0.0	False			@abisima2
